loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
562218.8515503289,355.5290832519531,562218.8125,5896.50797323213,70.0813217163086,5896.5078125
1790.7899602944958,32.73835754394531,1790.7899169921875,945.1279394031832,23.202739715576172,945.1279296875
765.1570283794459,21.35283851623535,765.156982421875,608.7066959656465,18.847471237182617,608.7066650390625
587.3731164428783,18.42391014099121,587.373046875,507.92111970967414,17.015037536621094,507.9211120605469
498.17008551452386,16.670177459716797,498.1701354980469,489.73314877170804,16.48640251159668,489.733154296875
460.19207623732365,15.656049728393555,460.19207763671875,466.76763043469776,15.805449485778809,466.76763916015625
456.45439668057736,15.547517776489258,456.45440673828125,428.29068311758107,15.227782249450684,428.2906799316406
416.111900872304,14.80093002319336,416.1119384765625,381.2077574793827,14.114219665527344,381.207763671875
394.44335641115293,14.30215072631836,394.443359375,363.2236072101678,13.683708190917969,363.2236022949219
378.01109785632764,13.91493034362793,378.0110778808594,365.4530759623492,13.64358139038086,365.45306396484375
364.61985826710963,13.665566444396973,364.619873046875,338.2507802253327,13.079660415649414,338.2507629394531
349.21597565971075,13.274823188781738,349.21600341796875,344.7224898563675,13.248661994934082,344.7225036621094
347.2004173247412,13.166647911071777,347.2004089355469,319.541938708189,12.714668273925781,319.54193115234375
352.50364445187915,13.200140953063965,352.5036315917969,309.7468109884291,12.439009666442871,309.7467956542969
341.40963173876924,13.036943435668945,341.4096374511719,309.997073082259,12.402862548828125,309.9971008300781
330.3163527679892,12.785026550292969,330.31634521484375,304.93813061529175,12.23980712890625,304.9381408691406
316.0816546799504,12.44971752166748,316.0816345214844,304.52124641251623,12.210800170898438,304.521240234375
307.0390403823808,12.258330345153809,307.0390625,286.86342293824305,11.77071762084961,286.86346435546875
300.24586104135665,12.094454765319824,300.245849609375,292.5300413876625,11.772626876831055,292.530029296875
302.6928358038757,12.086833000183105,302.69287109375,300.39054469851476,11.924220085144043,300.3905334472656
290.30955263706323,11.825392723083496,290.3095703125,292.6376305030089,11.936518669128418,292.63763427734375
297.2727891602424,12.002520561218262,297.27276611328125,278.36603247460664,11.623156547546387,278.36602783203125
286.4693781812916,11.713621139526367,286.4693603515625,266.9455309055453,11.334071159362793,266.9455261230469
276.4347365498753,11.484519958496094,276.43475341796875,293.6550690960161,12.059758186340332,293.6550598144531
293.77106984904907,11.871065139770508,293.77105712890625,260.90361680946376,11.10705280303955,260.90362548828125
275.59563223666686,11.405158042907715,275.5956115722656,268.72562710358176,11.310662269592285,268.72564697265625
272.4681767826428,11.324565887451172,272.4681701660156,277.98214183514074,11.621013641357422,277.9821472167969
270.24507900195425,11.269397735595703,270.2450866699219,265.718200507793,11.337085723876953,265.71820068359375
294.39592482148026,11.762277603149414,294.3959045410156,260.851587980348,11.137106895446777,260.8515930175781
272.76806557378933,11.309764862060547,272.7680358886719,268.16665144973496,11.328287124633789,268.1666564941406
253.77769667386028,10.874792098999023,253.77769470214844,250.21609116049058,10.843877792358398,250.21607971191406
267.1456907331768,11.158012390136719,267.14569091796875,252.54676503841384,10.990849494934082,252.54676818847656
259.8662092994901,10.973255157470703,259.8662109375,314.94234721463846,11.746716499328613,314.94232177734375
269.70032779754155,11.177751541137695,269.7003173828125,263.9494549544761,10.859121322631836,263.949462890625
268.4887484452361,11.144519805908203,268.4887390136719,267.94284200410465,11.127433776855469,267.94287109375
251.39737402788685,10.793229103088379,251.39735412597656,237.57357104974383,10.489215850830078,237.57354736328125
263.86259111856305,11.026257514953613,263.86260986328125,259.8440400425642,11.139725685119629,259.84405517578125
261.12339094320095,10.949708938598633,261.1233825683594,294.5310214805289,12.270190238952637,294.531005859375
258.185707647558,10.94326114654541,258.1856994628906,251.98283854434553,11.019582748413086,251.9828338623047
256.39884140669494,10.958909034729004,256.3988952636719,268.94163864067576,11.167821884155273,268.9416198730469
266.7018520707316,11.154706001281738,266.70184326171875,238.1963044145711,10.505611419677734,238.19630432128906
241.24614130790482,10.506123542785645,241.2461700439453,233.52006741005084,10.469998359680176,233.5200653076172
238.66569669926469,10.41572380065918,238.6656951904297,244.83064262485212,10.765578269958496,244.8306427001953
257.69984803286667,10.834365844726562,257.6998596191406,314.02535456072826,12.390032768249512,314.02532958984375
249.94436991947808,10.707598686218262,249.94435119628906,238.71832931235122,10.322364807128906,238.7183380126953
246.60991177567308,10.580731391906738,246.6099395751953,233.15906848813293,10.282270431518555,233.1590576171875
251.62339822723192,10.680606842041016,251.62339782714844,260.6240772468859,11.169054985046387,260.62408447265625
237.77069899140213,10.344886779785156,237.77069091796875,245.8872920901193,10.282496452331543,245.8872833251953
231.22094077817277,10.200397491455078,231.220947265625,227.5430261328056,10.246837615966797,227.54302978515625
225.92948256396744,10.057465553283691,225.9294891357422,239.91291729792297,10.594369888305664,239.9129180908203
235.2213520209275,10.263847351074219,235.2213592529297,228.9226151750476,10.211320877075195,228.92262268066406
255.20604242305768,10.701635360717773,255.2060546875,276.25606015382755,11.02161693572998,276.25604248046875
276.0923907782876,11.260815620422363,276.09234619140625,241.52118817223342,10.828139305114746,241.5211944580078
257.9852216717217,10.952542304992676,257.9852294921875,242.98930461138187,10.778775215148926,242.9893035888672
249.79593778203193,10.640195846557617,249.7959442138672,231.11239640527182,10.193058967590332,231.11241149902344
226.27798150997174,10.095366477966309,226.27796936035156,227.93175539061122,10.324524879455566,227.9317626953125
224.73790953298095,9.998468399047852,224.73789978027344,242.11181180672787,10.551666259765625,242.11181640625
236.2974606037981,10.282306671142578,236.29747009277344,228.36462596800925,10.193095207214355,228.3646240234375
224.20085989779966,10.01109504699707,224.2008819580078,231.086170324796,9.94404411315918,231.086181640625
229.03420213523296,10.085708618164062,229.03419494628906,221.88344001545784,10.046111106872559,221.88345336914062
222.54699785253848,9.910834312438965,222.54701232910156,219.82668583751314,9.82633113861084,219.82669067382812
220.06326157773404,9.850615501403809,220.063232421875,221.56818422361903,10.004508018493652,221.5681915283203
224.80507901128357,9.976726531982422,224.80508422851562,218.07781389363367,9.86100959777832,218.0778045654297
219.69081092399404,9.844513893127441,219.6907958984375,228.12179226744126,9.884310722351074,228.12179565429688
224.12040709013942,9.907705307006836,224.1204071044922,217.67240727090734,9.878009796142578,217.67239379882812
223.6646061219446,9.980064392089844,223.6645965576172,214.91782291429396,9.695178031921387,214.91781616210938
215.63315340162094,9.666264533996582,215.63314819335938,212.88868754279494,9.756630897521973,212.88870239257812
216.99789981651418,9.722399711608887,216.9979248046875,215.105097961067,9.814530372619629,215.1051025390625
218.4718402070904,9.807043075561523,218.47183227539062,220.23744179774755,10.048227310180664,220.23745727539062
227.35513199991792,10.008321762084961,227.35513305664062,217.56995358300045,9.97801685333252,217.5699462890625
216.35706181422464,9.76284122467041,216.35704040527344,223.40195594068248,9.841507911682129,223.4019317626953
225.18268711419753,9.947314262390137,225.1826934814453,212.15017916896667,9.837018966674805,212.15017700195312
217.53282417239055,9.741005897521973,217.53282165527344,310.5948229013206,12.136404037475586,310.5948181152344
272.5044672854433,11.04469108581543,272.50445556640625,231.3627789405663,10.137029647827148,231.36277770996094
230.05702049977495,10.10737133026123,230.05702209472656,227.2830503613086,10.129647254943848,227.28306579589844
232.55379668095054,10.117110252380371,232.5537872314453,216.76947868198275,9.96121883392334,216.7694854736328
217.21189536084012,9.758596420288086,217.2118682861328,215.47323785634313,9.864341735839844,215.47323608398438
223.06564594428025,9.825552940368652,223.06564331054688,234.96941901879003,10.333267211914062,234.9694366455078
235.5353856395652,10.166147232055664,235.53536987304688,218.09147212075368,10.092059135437012,218.0914764404297
239.6034482495074,10.25662612915039,239.60342407226562,250.0997997026513,10.736122131347656,250.0998077392578
242.03709237593753,10.368841171264648,242.037109375,245.7245225760619,10.774142265319824,245.72451782226562
224.6090047110816,9.9148588180542,224.60897827148438,235.89206250852453,9.72539234161377,235.89205932617188
223.26744545337243,9.883596420288086,223.26744079589844,214.25064297874982,9.76375961303711,214.25064086914062
211.3347615918715,9.60477352142334,211.33474731445312,208.59970651030568,9.611651420593262,208.59970092773438
225.75854641815133,9.820221900939941,225.758544921875,223.09118681045916,10.182937622070312,223.0911865234375
212.63782688614063,9.648672103881836,212.63783264160156,213.36895070994234,9.88637924194336,213.36895751953125
227.00146069938754,9.998918533325195,227.00146484375,276.544443015236,10.535270690917969,276.54443359375
224.93960782454198,9.916759490966797,224.93959045410156,209.10476173671756,9.55671501159668,209.10476684570312
212.177609984921,9.535308837890625,212.17762756347656,207.43882194642822,9.434553146362305,207.4388427734375
203.5676979652508,9.343770980834961,203.56768798828125,205.52665208878867,9.606291770935059,205.5266571044922
207.72738042132843,9.457158088684082,207.7273712158203,211.60857715871288,9.461385726928711,211.6085662841797
230.69025535875036,9.901790618896484,230.6902618408203,210.64165442471446,9.758525848388672,210.64166259765625
217.62584306558813,9.749323844909668,217.62583923339844,213.12389685377187,9.798800468444824,213.1239013671875
206.236186689212,9.474802017211914,206.2361602783203,216.53808168599164,9.699143409729004,216.5380859375
203.9696894247065,9.407548904418945,203.9696807861328,221.69435826778525,9.602584838867188,221.69436645507812
204.91767625309734,9.379761695861816,204.91769409179688,267.1772145428939,10.355010986328125,267.17718505859375
216.67611194500708,9.65703010559082,216.67611694335938,217.18332438734652,10.192767143249512,217.18331909179688
222.57316282565,9.927858352661133,222.57318115234375,246.03884568383714,10.85028076171875,246.03883361816406
211.82455382080795,9.665102005004883,211.8245391845703,203.2035823439027,9.53797721862793,203.20358276367188
208.03002636532165,9.443265914916992,208.03004455566406,306.5620756312984,11.92495059967041,306.56207275390625
228.0387595740155,10.023070335388184,228.0387725830078,205.08346868318137,9.50524616241455,205.08348083496094
201.74548301988318,9.250724792480469,201.7454833984375,229.5422825422002,10.356637001037598,229.5422821044922
216.7968861646613,9.575898170471191,216.79685974121094,204.26750480172888,9.511458396911621,204.2675018310547
204.50344646796978,9.335086822509766,204.50343322753906,203.8645260198913,9.4887056350708,203.86451721191406
207.15395743736164,9.515063285827637,207.15396118164062,209.95168191966746,9.895746231079102,209.95167541503906
208.72495564993937,9.494487762451172,208.7249755859375,205.79895046798308,9.443390846252441,205.7989501953125
199.11933135896624,9.236863136291504,199.1193389892578,199.854756111093,9.358597755432129,199.85475158691406
203.81917238050457,9.36601448059082,203.81918334960938,203.57859236813422,9.327482223510742,203.57858276367188
241.39241875004305,10.212916374206543,241.39239501953125,226.58617361119403,10.497346878051758,226.586181640625
221.7320609620289,9.956856727600098,221.73204040527344,215.97406249827787,9.383503913879395,215.97406005859375
218.33097230259773,9.65231704711914,218.3309783935547,214.24536011545848,9.385233879089355,214.245361328125
218.687305860839,9.666875839233398,218.6873016357422,269.53214443125165,11.198698043823242,269.5321350097656
231.2766911725869,10.035992622375488,231.27671813964844,207.63513754049302,9.67628002166748,207.63514709472656
225.4639465583205,9.893512725830078,225.46389770507812,238.58607139560493,9.835213661193848,238.58607482910156
213.4181915857314,9.644930839538574,213.41819763183594,239.21086241154566,10.590239524841309,239.21087646484375
212.67215773881287,9.590757369995117,212.6721649169922,219.9343782663065,9.585233688354492,219.93438720703125
202.44555092822236,9.288196563720703,202.44554138183594,218.5911862794691,9.392024040222168,218.5911865234375
205.19560113062514,9.42083740234375,205.1956024169922,234.12105869389185,10.776570320129395,234.12107849121094
199.82950952564667,9.24397087097168,199.8295135498047,202.22393369013187,9.426074981689453,202.2239227294922
